"Chúng tôi đã có một kỳ nghỉ 2 đêm tại khách sạn này, thật tuyệt vời. Khi chúng tôi ở đây, chúng tôi đã nâng cấp lên một phòng cao cấp hơn, là một căn phòng lớn đẹp có cửa sổ nhìn ra hồ. Với vị trí tốt, hơi xa trung tâm thành phố 1 chút, nhưng cũng có rất nhiều hãng taxi quanh đây. Nó rất gần với bảo tàng dân tộc học, và gần sân bay. Các nhân viên đã rất rất tốt và nhiệt tình. Các bữa ăn sáng ngon với nhiều lựa chọn",positive
"Phòng sạch đẹp, tiện nghi, có view nhìn ra Hồ Tây rất tuyệt. Khách sạn ngay mặt đường, rất tiện bắt taxi. Bữa sáng ngon, nhiều món để lựa chọn.",positive
"Tôi đi du lịch với một người bạn đến Hạ Long, Hải Phòng và điểm cuối cùng của chúng tôi tại Hà Nội. Chúng tôi đến khách sạn khoảng 2:30 và chúng tôi kiểm tra tại phòng 601, 602. Chúng tôi rất ấn tượng bởi các dịch vụ được cung cấp. Có thể thấy rằng Chủ khách sạn đã rất đầu tư vào việc trang trí khách sạn với các loại đá cẩm thạch được nhập khẩu từ nước ngoài. Tôi đánh giá cao sự sạch sẽ của các phòng trong khách sạn. Khách sạn có 1 nhà hàng tại tầng 11 với 1 view rất đẹp. Nhà hàng phục vụ thức ăn rất tốt và chúng tôi nhận được một đề nghị từ các đầu bếp đó là thử các món lẩu đặc biệt với thịt bò trộn & gà (như Nhật Bản Sabu Sabu, Trung Quốc). Ngoài ra chúng tôi cũng rất ấn tượng với món Phở ở đây. Khi ở tại khách sạn chúng tôi đã có nhiều trải nghiệm thú vị",positive
"Nếu bạn đang tìm kiếm một khách sạn cao cấp thì tôi khuyên bạn nên chọn khách sạn này.Phải thừa nhận rằng nó xa khu Phố Cổ nhưng lại gần Hồ Tây,rất rộng và thoáng mát. Phòng sạch sẽ, có ban công,tv màn hình phẳng, bồn tắm... Đường phố khá ồn ào từ sáng sớm. Các nhà hàng trên tầng thượng có 1 cảnh quan tuyệt vời, các món ăn rất tốt. Dịch vụ massage, rất, rất thoải mái và tuyệt vời cùng một mức giá hợp lý. Người phụ nữ ở quầy lễ tân thật sự chuyên nghiệp khi chị sắp xếp vé tàu, vé máy bay , thậm chí chị còn chỉ các nhà hàng, các điểm du lịch nổi tiếng ở Hà Nội cho chúng tôi.",positive
"Đối với khách sạn: Vị trí tốt, gần các khu siêu thị, chợ... Nhân viên phục vụ tốt từ tiếp tân đến phục vụ phòng. Phòng sạch sẽ.Đối với dịch vụ của Chudu24: dịch vụ tốt, chuyên nghiệp, nhân viên vui vẻ, phong cách làm việc tốt.",positive
"Dịch vụ tốt, thái độ phục vụ tốt.",positive
"Mình vừa đi Đà Nẵng và ở Khách Sạn Công đoàn Thanh Bình. Nói chung là khách sạn cũ, phòng nhỏ, phòng vệ sinh cũ, bẩn. Lễ tân không nhiệt tình thân thiện. Phục vụ phòng rất vô ý thức, nói cười to, dọn phòng không sạch và có hôm quên luôn dọn phòng. Nói chung mình sẽ không ở khách sạn Công đoàn Thanh Bình nếu lần sau tới Đà Nẵng.",negative
"Giá cả khá mềm, hợp với túi tiền. Phòng sạch, gọn gàng. Tôi khá hài lòng với Khách sạn này trong kỳ nghỉ vừa rồi. Rất cảm ơn Mytour đã hỗ trợ.",positive
"Tôi khá hài lòng khi nghỉ tại đây. Nhân viên phục vụ tốt, linh động và dễ thương. Khách sạn ở vị trí trung tâm, chất lượng phòng khá thoải mái và dễ chịu.",positive
"Chúng tôi rất vui khi nhân viên phục vụ khách sạn ở đây phục vụ rất nhiệt tình, tất cả hài lòng với giá phòng hợp lý và có buổi ăn sáng buffet.",positive
"Có sân để xe, bữa sáng đa dạng, giá hợp lý Khách sạn đẹp, có sân rộng để xe, giá cả cực kỳ hợp lý. Tôi thấy KS là này là một lựa chọn hợp lý khi đi du lịch hoặc công tác.",positive
"phong sach se, tien nghi, nhan vien than thien Gia dinh o rat thoai mai, vui ve, khach san sach se, tien nghi; nhin chung kha hai long",positive
Nhân viên tốt thưc ăn ngon phòng rộng rãi,positive
"Vị trí thuận lợi Kỳ nghỉ trải qua rất thoải mái, vui vẻ, hy vọng sẽ gặp lại trong kỳ nghỉ tới của gia đình Lời khuyên: Thật tuyệt khi chọn ĐN là nơi nghỉ ngơi",positive
"không có gì ưu điểm Quá tệ.Dù chúng tôi đã đặt phòng tốt, nhưng khi tôi đến đã giao 2 phòng dưới tầng hầm. ẩm mốc hôi hám, hoàn toàn không giống như hình đã đăng trên web agoda. Tôi không đồng ý, và cả tiếng sau họ đồng ý đổi cho tôi phòng khác (giống hình đăng ký trên web agoda) nhưng tôi phải bù thêm 2 phòng đồng cho 1 đêm.",negative
"Vi tri trung tam, do moi xay dung nen moi thu deu moi va sach se, nhan vien nhiet tinh. Vi tri trung tam, do moi xay dung nen moi thu deu moi va sach se, nhan vien nhiet tinh.",positive
Dịch vụ phòng tốt..giá tốt...ăn sáng ok..,positive
"Khách sạn Lavender Nha Trang rất tốt. Tôi hài lòng, sẽ sử dụng dịch vụ này.",positive
"Tôi đã có thời gian tuyệt vời khi lưu trú tại Khách sạn Lavender Nha Trang.Cám ơn Chudu24 đã đặt phòng giúp tôi, Khách sạn Lavender Nha Trang rất tốt, sạch sẽ, nhân viên lịch sự chuyên nghiệp... Tôi chắc chắn sẽ quay lại khi có dịp đến Nha Trang !",positive
Khách sạn Lavender Nha Trang dịch vụ phòng tốt... giá tốt... ăn sáng ok...,positive
"Tôi và gia đình có 3 ngày đến Nha Trang và ở tại Khách sạn Lavender Nha Trang. Tôi rất hài lòng về phòng ốc sạch sẽ của khách sạn. Nhân viên cũng rất chuyên nghiệp, nhiệt tình và thân thiện. Ăn sáng ngon và đa dạng. Tôi có thông báo với bộ phận đặt phòng là tôi có con nhỏ và đặt khách sạn nấu cháo xương cho bé ăn => Khách sạn đã rất linh động nấu một nồi cháo xương hầm rau củ rất ngon cho bé và đặc biệt là MIỄN PHÍ hoàn toàn. Qua đây tôi xin cám ơn khách sạn LAVENDER, cám ơn Chudu24 đã đặt phòng giúp tôi. Chắc chắn tôi sẽ quay lại khách sạn LAVENDER nếu ra Nha Trang.",positive
"Khách sạn Lavender Nha Trang còn chưa tốt, cần cải tiến nhiều.",negative
"Khách sạn Lavender Nha Trang mới, rất sạch sẽ, nội thất, drap giường gối cao cấp, tôi hài lòng.Hơn thế nữa, tôi cảm ơn nhân viên Chudu24 đã giúp đỡ tôi nhận phòng tại đây, khi tôi không tiện chuyển tiền lúc đi ra sân bay, một cách giải quyết vấn đề rất linh hoạt và tôn trọng khách hàng, dù là khách hàng lần đầu tiên đặt phòng qua Chudu24.",positive
 Khách sạn Lavender Nha Trang tốt. Tôi rất hài lòng.,positive
"3 ngày 2 đêm trú tại Khách sạn Lavender Nha Trang rất thoái mái, sau này đến Nha Trang sẽ ghé Khách Sạn Lavender Nha Trang.Chúc khách sạn kinh doanh thành công.",positive
"Nhân viên nhiệt tình, nội thất mới, đi bộ ra biển cũng khá gần. Các bạn tư vấn viên của Chudu24 hỗ trợ đặt phòng rất nhiệt tình, sẽ tiếp tục sử dụng dich vụ Chudu24 và Khách sạn Lavender Nha Trang .",positive
"Tôi đã ở Khách sạn Lavender Nha Trang, nói chung là được. Khách sạn mới tinh, đặc biệt ăn sáng ở đây rất ngon. nếu lần sau đến Nha Trang tôi sẽ quay lại",positive
Diện tích phòng của Khách sạn Lavender Nha Trang còn khá hẹp nên chưa đạt chuẩn cho lắm.,negative
"Khách sạn có vị trí khá lí tưởng gần biển và gần khu phố tây rất tiện cho việc đi lại, mua sắm và tắm biển. Khung nhìn từ khách sạn khá đẹp. Phòng đẹp, sạch và đầy đủ tiện nghi.",positive
Vị trí của khách sạn rất là thuận cho vui chơi và đi lại. Phòng cũng đẹp và sạch sẽ. Giá cả nơi đây thật sự rất rẻ. Tôi đã có chuyến du lịch thật thú vị và tiết kiệm.,positive
"rộng rãi, vị trí tốt, sạch",positive
" phòng thoải mái, gần biển, nhân viên thân thiện",positive
"Gần bãi biển, phòng rộng rãi, có phòng dành cho gia đình (4 khách) Nhân viên và bảo vệ khách sạn vui vẻ, nơi ở sạch sẽ và rất gần biển.",positive
"khach san rat gan bien , co the di bo dat qua Agoda khong bi phu thu vao ngay t7.gia phong tot khach san rat gan bien",positive
"Khách sạn Thanh Thủy Vũng Tàu cần chỉnh trang lại cơ sở vật chất phòng nghỉ.Khoá WC lắp ngược, khách sạn phải lưu tâm những thứ nhỏ như vậy, tuy nhỏ nhưng ảnh hưởng lớn tới người sử dụng.",negative
"Ăn sáng ít món, món ăn hết sớm. Tệ nhất là các phòng đầu dãy không bắt được wifi.",negative
"- Trang thiết bị trong phòng không tốt lắm, tivi vẫn còn sử dụng model đời cũ...tiêu chuẩn như 3 sao thì tv phải sử dụng LCD.- Nhân viên tiếp tân chưa tư vấn cho khách nhiệt tình về các dịch vụ và khuyến mại của khách sạn",negative
"Khách sạn mới, đẹp, lịch sự. Dịch vụ tốt. Điểm tâm sáng ngon. Cảm ơn Thủy Chudu24 đã giới thiệu cho chị Mai.",positive
"Khách sạn Thanh Thủy giá hợp lý (book qua Chudu24), phòng ốc sạch sẽ, buffet buổi sáng ngon, nhân viên Chudu24 (chị Hải) tư vấn tốt, nhiệt tình",positive
"Phục vụ ăn sáng cần chủ động hơn, cần trang bị bình nấu nước trong phòng",negative
Khách sạn tuy có tiêu chuẩn 3 sao nhưng tôi thấy chất lượng không được như vậy. Phòng không đẹp và chưa được đầu tư đầy đủ. Trang thiết bị không được tiện nghi. Giá cả lại quá cao so với chất lượng. Tôi chưa dược hài lòng.,negative
"Chúng tôi được xếp phòng rộng rãi, thoáng mát nên rất hài lòng. Nhân viên phục vụ nhiệt tình, dọn dẹp phòng ốc sạch sẽ. Cám ơn mytour.vn đã đồng hành cùng tôi trong chuyến đi này. Tôi sẽ tiếp tục đặt qua Mytour trong những lần sau.",positive
"Gia đình tôi thật sự rất hài lòng khi ở đây, tất cả mọi dịch vụ đều tốt, vị trí khách sạn thuận tiện, nhân viên phục vụ dễ thương, nhiệt tình. Giá cả hợp lý so với chất lượng. Nếu có cơ hội đến Vũng Tàu tôi vẫn lựa chọn khách sạn này.",positive
 Khách sạn gần biển và giá cả hợp lý phù hợp với đối tương khách hàng là người đã có gia đình ! Nhân viên phục vụ nhiệt tính! Trang web của mytour dễ sử dụng và nhân viên chăm sóc tốt!,positive
"khách sạn cũng gần biển, khoảng 200m đi bộ khác ok, tôi khá hài lòng về chất lượng dịch vụ, phòng ốc cũng tiện nghi sạch sẽ, cảm ơn mytour về chất lượng dịch vụ",positive
"Khách sạn tương xứng tiêu chuẩn 3 sao. Phòng rộng rãi, đầy đủ tiện nghi, giường nệm thoải mái. Có dịch vụ giải trí như mát xa và karaoke. Nhân viên thân thiện, niềm nở với khách. Tôi và người yêu đã có một kì nghỉ thoải mái và thư giãn tại đây.",positive
 tôi 1 mình khiêng hết hành lý lên phònghic lần trước có người mang hành lý từ xe lên phòng nhưng nhìn chung nhân viên khác vẫn rất dễ thương,neutral
khách sạn không có gì là đặc biệt với tôi  ,neutral
số tiền tôi bỏ ravì vậy tôi hài lòng với những gì trải qua 2 đêm ở khách sạn,positive
 phòng cũng thường sàn hơi nhám chân,neutral
 "Nhân viên thân thiện, nhiệt tình",positive
 Nhân viên nhiệt tình chu đáo dễ thương,positive
giá rẻ miễn phí wifi và ăn sáng với buffet wifi khá nhanh xem video hay nghe nhạc vô tư,positive
 chăn bẩn nếu bạn không mặc áo thì sáng có thể bị ngứa,negative
"Tôi hài lòng khi chọn khách sạn này vì vị trí khách sạn tốt, gần biển, có bãi đậu xe hơi. Từ khách sạn có thể đi bộ một quãng ngắn đến nhà hàng và bãi biển. Phòng rộng rãi, sạch sẽ, giường thoải mái. Gần khách sạn có nhiều taxi để di chuyển ra các địa điểm tham quan khác.",positive
"Phòng khách sạn rộng và sạch sẽ. Giá cả phải chăng, so với các khách sạn khác trong khu vực thì rẻ hơn một chút. Nhân viên cũng khá nhiệt tình. Khách sạn gần bãi biển và trung tâm thành phố. Đồ ăn sáng ngon. Tôi không có gì phàn nàn khi đặt phòng tại đây.",positive
"khách sạn là khá lớn và các nhân viên rất tốt. Gần bãi biển và cũng gần các khu vực của thành phố, bữa ăn sáng là tốt.",positive
"Gia đình tôi có chuyến du lịch ở Vũng Tàu và chúng tôi nghỉ tại khách sạn Thanh Thủy.Buffet sáng khá phong phú, nhiều thức ăn, món phở nấu rất ngon. Nếu lần sau có dịp ra Vũng Tàu tôi sẽ tiếp tục lựa chọn Khách sạn Thanh Thủy là nơi dừng chân. Cám ơn Mytour.vn đã cho gia đình chúng tôi một chuyến du lịch tốt đẹp và thú vị.",positive
"thuận tiện ra biển, yên tĩnh, thuận tiệnđi choơ",positive
"chất lượng trung bình, ",neutral
"Lần đầu tôi đặt phòng KS với mytour. Rất tốt. Khách sạn mới, có chỗ đậu xe hơi, gần biển, sáng đi bộ ra tắm rồi về ăn sáng ở KS ok. Sẽ tiếp tục dùng mytour và giới thiệu cho bạn bè. Cám ơn",positive
Khách sạn nhỏ nên phòng ốc cũng không được thoải mái cho lắm. ,negative
"Có đội ngũ nhân viên phục vụ rất tốt, nhiệt tình và thân thiện. Luôn giúp đỡ tôi những thứ tôi yêu cầu. Cảm ơn Mytour đã giúp đặt phòng.",positive
"Tôi nghĩ rằng vị trí là hoàn hảo. Gần cả hai thành phố và bãi biển. Phòng tốt, đẹp và rất sạch sẽ.",positive
Tủ lạnh không hoạt động trong suốt thời gian của tôi.,negative
WIFI là thứ nhanh chóng và hiệu quả.,positive
"Cửa ra vào là rất mỏng, do đó hay bị đánh thức bởi tiếng ồn phía ngoài phòng",negative
khách sạn phương đông đà nẵng được xây dựng từ năm 1972 vẫn giữ được nét kiết trúc ấn tượng độc dáo nhân viên thân thiện chất lượng phục vụ rất tốt chắc chắn đến đà nẵng tôi sẽ chỉ đến ở khách sạn phương đông,positive
"Phòng nghỉ rộng rãi, dịch vụ cho thuê xe thuận tiện, đơn giản!",positive
"Mọi thứ tại Khách sạn Xưa và Nay đều tốt nhất là chị lễ tân xinh đẹp, thân thiện, nhiệt tình.",positive
Cảm ơn các anh chị nhân viên trong Khách sạn Xưa và Nay đã hỗ trợ những yêu cầu trong thời gian du lịch tại đây.,positive
" vi tri đẹp, giá tốt, nhân viên nhiệt tình Nhân viên chu đáo, tư vấn hữu ích, giá phòng tốt.",positive
Phòng Khách sạn Time Door rất nhỏ và không sạch. Nhân viên không được thân thiện lắm. Ở 2 đêm nhưng không thấy dọn phòng.,negative
"Chất lượng phục vụ kém, thiếu nhiệt tình, phòng Khách sạn Time Door đã quá cũ.",negative
" Đầu tiên tôi chân thành cám ơn Chudu24 đã giúp tôi đặt phòng tại tp HCM trong chuyến đi vừa qua.Chân thành mà nói, tôi nghĩ rằng khi kinh doanh ngành dịch vụ thì phải đặt khách lên hàng đầu. Lần đầu tiên bước đến khách sạn Time Door, một sự thật phũ phàng tôi ngỡ như là mình đang ở ngoài đường, ngoài chợ. Khi tôi đến cửa khách sạn vào khoảng độ 7,8 giờ sáng gì đó, một anh thanh niên nằm ngủ trước quầy lễ tân, tôi mới ngõ nhẹ cửa thì anh ta tỉnh dậy và hỏi có chuyện gì không trong ánh mắt mơ màng, còn nằm yên tại chỗ. Tôi tiếp tục nói tôi muốn check in sớm. Anh ta lại phũ phàng 1 câu: Ở đây không check in sớm. Tôi nói vài ba lời thì anh ta cứ khăng khăng là không được check in sớm. Tôi bực bội nói rằng khách muốn check in sớm mà cũng không được sao, lúc này anh ta mới tỉnh dậy vào quầy lễ tân gọi cô chủ xuống.Khi vào phòng, phòng dơ ơi là dơ, bụi đầy tivi và ra gối.....Tôi thật sự thất vọng về khách sạn này, sẽ không bao giờ ghé lần 2. Tôi thấy khách sạn này thua khách sạn mini ở Nha Trang nữa, thì làm sao mà được đánh giá tiêu chuẩn 2 sao...",negative
"Tôi đặt phòng Standard ở khách sạn này.Tôi đã hỏi r&acirćt kĩ nhân viên Chudu24 là phòng bao nhiêu m2.Họ nói rộng tầm 18-20 m2 giá 400k.Cả gia đình tôi 3 người khi tới nhận phòng thì thật th&acirćt vọng là căn phòng chỉ vọn vẹn 7-8 m2 đã gồm cả nhà vệ sinh ==> R&acirćt chận chội và khó chịu==> Comment với nhân viên Chudu24 : Khi khách đặt phòng hãy trung thực về hiện trạng phòng, không nên để khách th&acirćt vọng như trường hợp của tôiXin cảm ơn",negative
"Chất lượng kém , trần phòng thấp và bí .Ẩm mốc , trần toilet bị nhỏ nước ....",negative
" Gia đình tôi đã đặt 02 phòng ở khách sạn này qua Chudu24, tuy chỉ ở có một đêm để ngày hôm sau đi Phan Thiết. Nhưng khách sạn quá kém, nhân viên kém nhiệt tình, khách sạn xấu chật chội, không có ăn sáng nói chung là tệ.Kiến nghị với Chudu24 h&atildey lựa chọn đừng để những hình ảnh không đẹp làm ảnh hưởng tới uy tín của Chudu24 nơi mà các cá nhân và gia đình luôn tin tưởng.Trân trọng",negative
Phòng Standard rất nhỏ. Hệ thống nóng lạnh sử dụng năng lượng mặt trời (theo giải thích của khách sạn là có cả kết nối với hệ thống điện) nhưng mấy hôm nhà mình đi đều có nắng chỉ có chút mưa mà chẳng có nước nóng. Toilet thì xử lý không tốt nên bốc mùi khó chịu. Cô bé lễ tân thì không được nice lắm. Tóm lại là một đi không chở lại với khách sạn này.,negative
"Nói chung mình thấy khách sạn nhỏ, phòng cũng nhỏ, nếu để nghỉ vài giờ thì Ok, nhưng nếu đi du lịch như mình gồm nhiều đồ đạc thì không biết để vào đâu, cảm giác chật chội, ",negative
" được cái gần trung tâm, tiện việc tham quan, mua sắm.",positive
":- Ưu điểm: Thái độ phục vụ của nhân viên khách sạn tương đối nhiệt tình, chu đáo",positive
"Nhược điểm: giá tương đối cao so với chất lượng phòng ở. Dịch vụ phòng tồi: dầu gội đầu để quá lâu, hết hạn, khi mở ra có mùi rất hôi thối bệ rửa mặt bốc mùi hôi, phải giữ nước trong bồn thì mới giảm được mùi phòng có muỗi.",negative
"Phòng - Bình thường, chật chội.",neutral
"quạt hút gây tiếng ồn to, nhà tắm quá nhỏ.Dịch vu - dịch vụ không được tốt vì chỉ có 1 lễ tân trực tại khách sạn, không có người mang đồ cho khách khi check in và check out.",negative
" Dịch vụ ok, nhân viên thân thiện, nhiệt tìnhDịch vụ của Chudu24 chuyên nghiệp, nhanh, gọn!Sẽ quay lại lần sau nếu có dịp!",positive
Tôi hy vọng lần đặt phòng tới khách sạnh sẽ trang bị máy sấy tóc.,negative
Tôi hài lòng với phong cách phục vụ ở đây. Giá cả nếu có thể chỉ nên giữ ở mức 350k/ngày đêm thì sẽ hợp lý hơn.,positive
" Khi bước vào tôi  thấy khách sạn quá kém. Trước tiên ko 1 nhân viên bảo vệ giữ xe, sau đó lên nhận phòng thì thời gian để trong giấy giao nhận là 14h nhận phòng mà khi lên nhận là đã 14h30 mà nhân viên dọn dẹp chưa dọn dẹp phòng mà phải đợi 30 phút sau mới nhận được phòngTủ lạnh thì chỉ có nước suối ngoài ra ko có bia hay nước gì khách cả, phòng óc thì quá chật hẹp,... Nói chung quá thất vọng về Chudu24 khi giới thiệu về khách sạn này",negative
Ấn tượng đầu tiên là nhỏ,negative
" phòng ốc rất sạch sẽ, thiết kế hợp lí nên cũng thấy thoải mái. Mọi thứ đều mới. Tốt nhất là vị trí thuận tiện. Có thể đi bộ đi chơi, ăn uống loanh quanh.Nói chung tốt. Cám ơn Chudu24 đã giới thiệu.",positive
 Khách sạn tương đối nhỏ,negative
"phòng ngủ sạch sẽ thoáng mát, giá cả rất hợp lý",positive
Không Tôi không nghĩ là mình bị đói xử như thế,positive
"Vị trí tốt, giá phòng hợp lý, đồ ăn ngon Khách sạn có vị trí rất tốt, ngay trung tâm mua sắm, khu dân cứ China Town. Đồ ăn nhà hàng ngon, nhân viên nhiệt tình, giá phòng hợp lý. Mình sẽ quay lại khách sạn này nếu có cơ hội",positive
"Ngay khu Chinatown, thích hợp cho người Trung Hoa. Tiên lợi, kế bên là Chợ an đông chuyên bán hàng thực phẩm,trái cây, đi ra quận 1 cũng ko xa, xung quanh nhiều quán ăn ngon.",positive
" An uong Vi tri nam o khu China Town, thuan tien cho viec an uong va ke cho An Dong.",positive
"náo nhiệt ,giá hợp lý,sang trọng nhân viên thân thiện,tọa lạc ngay trung tâm chợ lớn ,rất tiện lợi cho mua sắm khu vự người hoa",positive
vua an duong vua mua sam that tuyet voi. vua nghi duong vua ket hop mua sam Lời khuyên về mua sắm: mua sam voi hang hoa phong phu va gia ca phai chang,positive
"Phòng sạch sẽ, đủ tiêu chuẩn  nhìn chung phục vụ tốt, lịch sự. Lời khuyên về đặc điểm khách sạn: Khách sạn sach sẽ, xứng đáng là nơi nghỉ dưỡng tốt cho gia đình",positive
nhân viên checking vào buổi tối và buổi trưa khi tiếp khách hơi lúng túng khi xử lý tình huống.,neutral
"Thuan tien doi voi nhung khach kinh doanh Khach san o mot vi tri khong phai thuoc trung tam, nhung cung co the chap nhan duoc doi voi truong hop la khach hang kinh doanh, hoac di cong tac.",neutral
" Gia ca tuong doi hop ly, doi voi mot khach san 5 sao.",positive
" Khách sạn sạch sẽ, thoáng mát, trang trí trong phòng đẹp. Nếu có cơ hội quay lại, nhất định tôi sẽ chọn Windsor.",positive
"Chúng tôi đặt phòng trên mạng để đặt khách sạn cho chuyến đi. Khách sạn Windsor nằm ở quận 5 và chúng tôi không biết điều đó, nhưng taxi giá rẻ đã đưa chúng tôi đến đúng nơi mong muốn.",negative
" Khách sạn sạch sẽ, gọn gàng, nhân viên thân thiện và chúng tôi được đối xử như hoàng gia. Chúng tôi đã đặt 2 chuyến du lịch tại bàn hướng dẫn để du lịch tại đồng bằng sông Cửu Long chỉ có 7 người chúng tôi 1 nhóm.Phòng của chúng tôi sạch sẽ, rộng rãi và thoải mái, nằm trên tầng 19 nên không hề nghe thấy những ồn ào từ giao thông bên dưới. Các bữa ăn sáng chủ yếu là các món Á, nhưng vẫn có rất nhiều món để thưởng thức. An Đông Plaza ngay bên cạnh nên rất thuận tiện trong việc mua sắm, đặc biệt là nữ trang và kim hoàn. Chúng tôi đã nhận được lời cảnh báo của nhân viên khách sạn về việc không nên đeo quá nhiều nữ trang.Tuy không có vị trí tốt nhất nhưng với những gì chúng tôi nhận được thì chắc chắn chúng tôi sẽ quay lại.",positive
"Chất lượng phục vụ tốt, phòng khách sạn thoáng, vị trí đẹp có thể nhìn Sài Gòn về đêm.Tôi rất thích, vệ sinh sạch, nếu được sẽ trở lại trong ngay gần đây.Thanks.",positive
Thông tin quảng cáo thì được sử dụng miễn phí Wifi nhưng trong phòng không sử dụng wifi được. Nếu muốn phải trả phí 17$. ,negative
"Chất lượng phục vụ bình thường, không có cảm giác bạn đang ở một khách sạn 5 sao.",neutral
địa điểm trung tâm quận 5 Không được tốt. Nhân viên lễ tân tư vấn trả thêm tiền để được sử dụng phòng tốt hơn thực ra vẫn là phòng như lúc ban đầu mới đến nhân. Trả thêm 800 ngàn một đêm một phòng mà ăn sáng chẳng có gì cả khi mới đến nhận phòng vì thay đổi số phòng nên bảo vệ không mang đồ lên phòng để chúng tôi chờ đến 1 tiếng mà gọi bốn năm lần cũng không mang lên. 10 giờ đêm đến khach san mà 12 giờ đêm cũng không nhận được đồ. Chúng tôi phải tự xuống xách đồ lên .khachs sạn 5 sao mà phục vụ như vậy sao ???,negative
1. Phòng hướng biển; 2. Phục vụ tốt; 3. Bể bơi tuyệt vời Trên cả tuyệt vời! Đây là chuyến đi du lịch đáng nhớ kỷ niệm hai tháng của chúng tôi.Thực sự cảm ơn Agoda tạo điều kiện cho tôi được biết đến Front Ocean Hotel và tạo nên một kỳ nghỉ tuyệt như vậy!Hy vọng sẽ sớm trở lại!,positive
Phòng đẹp và sạch sẽ. Góc view đẹp. Có hồ bơi sạch Ưu điểm của khách sạn là mới và nằm trên đường rất phát triển dịch vụ du lịch.,positive
Phòng ốc thì rất đẹp rộng rãi. Giá tiền phù hợp. Có hồ bơi cho trẻ em nếu không tắm biển được. Buổi tối có thể đi dạo trên con đường này để tham gia các dịch vụ vui chơi và mua sắm.,positive
Tuy nhiên khách sạn nhỏ nên bãi đậu xe chỉ chứa được 3 đến 4 xe.,neutral
"Tuy nhiên ăn sáng chỉ có vài loại thức ăn, bãi biển sâu, khách sạn nằm ngay vị trí nước ống thoát nước thải của khu dân cư nên luôn có mùi hôi và nước biển không được sạch.",negative
" Gần khu ăn uống, nhân viên thân thiện, phòng rộng và sạch Trời mưa từ trưa chiều, có khi tới cả tối. Thủy triều cao và biển không xanh cho lắm. ngày book tour đi Đồi Cát, mưa quá trời nên không có trượt cát được. Suối Tiên như quảng cáo là rất đẹp thì nói chung là thất vọng tràn trề (không nên đi). Lời khuyên về ngắm cảnh: Tháng 9 không nên đi biển Mũi Né, thường trời âm u, mưa vào trưa và chiều, biển không trong xanh. Khu ăn uống cuối đường Nguyễn Đình Chiểu ngon và không đắt, không nhất thiết phải đi tận xuống khu gần chợ Mũi Né, Huỳnh Thúc Kháng như mọi người vẫn thường khuyên, vừa xa mà đồ ăn cũng không có gì đặc sắc.",positive
"nhân viên thân thiện, phòng sạch sẽ, vị trí trung tâm rất tốt. các bạn nhân viên rất dễ thương và thân thiện với khách hàng",positive
"Phố cổ hà nội Nói chung, chúng tôi rất hài lòng về khách sạn.Cảm ơn các bạn đã cho tôi 1 cảm giác thoải mái khi trong chuyến đi công tác lần này! Lời khuyên: Bạn nào thích nhỏ nhắn tỉ mỉ, không cần 1 không gian quá lớn, mà tiện lợi trong việc đi lại, mua sắm, tham quan thì Maison DHanoi hotel là 1 lựa chọn không tồi.",positive
